

я бы	created_time	post_text	сказка	comment_id	comment_text	comment_created_time
4492	1849247698620787_2019805631564992	2018-03-01T13: 09: 05 + 0000	День Благодарения организован Департаментом образования и социальной работы при поддержке Департамента молодежной политики Мангистауской области. В День Благодарения учащиеся, учителя и сотрудники наклеили благодарственные стикеры. Бауржан Туяков, руководитель Департамента по делам молодежи Политик Мангистауской области, и проректор по образованию и социальным вопросам университета Гульсара Джолдасбаева выступила с приветственной речью и выразила благодарность.Сотрудники факультета нефти и газа устроили праздничное мероприятие, посвященное Дню Благодарения. организовано кафедрой экологии и химической технологии и кафедрой биологии и географии. ostoyalïs prazdnïçnıe Мероприятия в çest праздничный день вдоль Control Supports Blagodarnostï Prix вопрос Молодежное политика Mangístawskoy области заканчивается вдоль vospitatelnoy и Social Work сказал, что Organisovana и Prodena разделяют derevo blagodarkovostravostravosty, xode akodarovnosta голосов, контроль повесил стикеры Svoik благодарить участие в meroprïyatïï rwkovodïtel по вопросу Молодежной политики мангыставской области Бауржан Туякова и заместителя по воспитательной и социальной работе университета Gulsara djoldasbyzïw meroprïyatïe, posvyaşçennoe Сообщение с праздника На это мероприятие были приглашены сотрудники Казнипимунайгаза, в то же время Департамент биологии и географии и экологии и химической технологии организовал семинар в честь праздника. а	NotAddedInfo	2019805631564992_2019934544885434	поздравляю	2018-03-01T18: 28: 48 + 0000
4493	1849247698620787_2019280754950813	2018-02-28T12: 16: 03 + 0000	День благодарения был организован членами Студенческого клуба дружбы факультета экономики и права при участии Ассамблеи народа Казахстана, кафедры истории Казахстана и кафедры общественных наук с целью укрепления уникальности и сотрудничества Казахстана. как место дружбы.В своем выступлении он проинформировал участников о текущей деятельности в регионе, о предстоящей работе, поблагодарил университет за активное участие в информационно-пропагандистской работе, научно-аналитической работе в области социальное согласие и национальное единство, в частности на территории Отделения Ассамблеи народа Казахстана территория дружбы, посвященная Дню благодарности с целью укрепления самобытности Казахстана и единства в организации студенческого клуба дружбы факультета экономики слюды и права с участием председателя Ассамблеи народа казахстана и истории Казахстана и социально-гуманитарных дисциплин со вступительной речью выступил представитель аппарата общественного согласия акима Мангистауской области Рахат Алмен, который представил участников мероприятия к организации мероприятия университета, членов кафедры собрания народа казахстана за активное участие в масштабных мероприятиях, информационно-разъяснительных кампаниях, научных экспертных дискуссиях, аналитических исследованиях по актуальным вопросам государства и публичная политика	NotAddedInfo	2019280754950813_2019392178273004	Желаю творческих успехов в работе. Работу всегда ценим, поздравляю с работой.	2018-02-28T16: 42: 50 + 0000
4494	1849247698620787_2019255684953320	2018-02-28T10: 59: 23 + 0000	В феврале творческие круги Есеновского университета организовали конкурс «Ищем таланты». В целях дальнейшего развития творческих способностей молодежи, выявления талантливых студентов и их поддержки, ведущий телеканала ma ysta и актер Музыкально-драматического театра им. после Н. Жанторина были приглашены для участия в конкурсе. По окончании конкурса Сандыгуль Ержанова, специалист отдела образования и социальной работы, поздравила участников и пожелала им творческих успехов. В феврале мы поехали на студенческий конкурс. за талант, организованный творческими кружками Есеновского университета с целью организации мероприятия. Поддержка талантливых студентов и дальнейшее развитие творчества молодежи, были приглашены журналист, ведущий телеканала maysta и актер Музыкально-драматического театра им. Жанторина участники конкурса Народная музыка, эстрадная песня, хореография, театральное искусство, ведущая, стихи. В завершение конкурса специалист отдела образования и социальной работы Сандигуль Ержанова поздравила участников и пожелала успехов.	NotAddedInfo	2019255684953320_2019397984939090	Желаю творческих успехов в работе. Работу всегда ценим, поздравляю с работой.	2018-02-28T16: 52: 26 + 0000
4495	1849247698620787_2018198185059070	2018-02-26T04: 58: 38 + 0000	В феврале прошло собрание Ассоциации выпускников Есеновского университета. В связи с недавними изменениями и назначениями ректором Ассоциации выпускников был избран Берик Ахметов. Председатель Ассоциации выпускников Нурболат Батыков также доложил о проделанной работе для В феврале на собрании состоялось собрание Ассоциации выпускников Есеновского университета в связи с недавними изменениями в кадровой политике президента и кадровыми перестановками. собрания, председатель ассоциации Нурболат Батыков доложил участникам о продаже. работа Ланной на год и общие планы на год в перспективе активизации работы ассоциации планируется привлечь выпускников, достигших высоких достижений, для оказания помощи и поддержки родному вузу	NotAddedInfo	2018198185059070_2018208801724675	Необходимо предоставить больше информации об ассоциации выпускников, а качество фотографии, размещенной администратором страницы, должно быть сосредоточено на лицах, а не на спинах участников.	2018-02-26T05: 39: 40 + 0000
4496	1849247698620787_2016893715189517	2018-02-23T19: 32: 16 + 0000	бренд yessenov university https www youtube com часы v kbnwdz hkxg ts	NotAddedInfo	2016893715189517_2017103088501913	Важно, чтобы жизнь университета была открытой и прозрачной, активное участие преподавателей и студентов в общественной жизни региона - требование современности.	2018-02-24T06: 51: 42 + 0000
4497	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017367508475471	Поздравляю с наградой	2018-02-24T17: 42: 26 + 0000
4498	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017102811835274	Да будет благословен бриллиант, да увидишь много плодов своего труда	2018-02-24T06: 50: 04 + 0000
4499	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017099485168940	спасибо, красавица	2018-02-24T06: 35: 31 + 0000
4500	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017215761823979	спасибо феруза, алия, динагул	2018-02-24T12: 32: 11 + 0000
4501	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017076511837904	Поздравляем с достижениями и продолжаем прославлять репутацию вуза.	2018-02-24T04: 59: 19 + 0000
4502	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017131751832380	Поздравляем тетю Альмажу. Пусть ваша победа будет видна свыше.	2018-02-24T08: 25: 06 + 0000
4504	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017066741838881	Спасибо брат	2018-02-24T04: 25: 36 + 0000
4505	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2020662064812682	поздравляю	2018-03-03T06: 49: 16 + 0000
4506	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017433901802165	Спасибо	2018-02-24T20: 15: 09 + 0000
4507	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017834338428788	Поздравляю с победой, коллеги, желаю и дальше покорять вершины знаний.	2018-02-25T11: 42: 47 + 0000
4508	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2016776538534568	поздравляю	2018-02-23T14: 22: 13 + 0000
4509	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017036531841902	поздравляю	2018-02-24T03: 13: 55 + 0000
4510	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2017431558469066	Поздравления тете Эльмире и Даймонд	2018-02-24T20: 05: 57 + 0000
4511	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2016688588543363	поздравляю, молодец	2018-02-23T11: 12: 30 + 0000
4512	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2016879445190944	Спасибо коллеги	2018-02-23T18: 49: 30 + 0000
4513	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2016818635197025	От всей души поздравляю выпускников с творческими достижениями и победой, девочка	2018-02-23T15: 57: 51 + 0000
4514	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2016586148553607	Уважаемые коллеги, поздравляю вас с дальнейшими успехами.	2018-02-23T07: 56: 34 + 0000
4517	1849247698620787_2016568605222028	2018-02-23T07: 18: 11 + 0000	По результатам международного конкурса педагогических инноваций, организованного Республиканским научно-педагогическим центром образования, преподаватели кафедры педагогики и психологии Баяристанова Эльмира Темирхановна, доцент, кандидат педагогических наук, получила Гран-при в номинации лучших. план урока Егенисова Алмажай Кульжановна, доцент, кандидат педагогических наук Поздравляя коллег с победой в номинации на лучшую методическую работу, желаем им творческих успехов в дальнейшей работе. В феврале преподаватели кафедры педагогики и психологии приняли участие в международном конкурсе педагогических инноваций, организованном Республиканским центром педагогического образования. в номинации на лучший урок-урок Егенисова Алмажай Кульжановна, доцент, кандидат на педагогическом месте в номинации лучшей методической разработки поздравляем коллег и желаем дальнейших творческих успехов	NotAddedInfo	2016568605222028_2016781101867445	Уважаемые коллеги, поздравляем	2018-02-23T14: 33: 23 + 0000
4519	1849247698620787_2015487641996791	2018-02-21T04: 59: 35 + 0000	В феврале в университете прошли межфакультетские отборочные игры. В игре приняли участие все команды. В состав жюри вошли Леопарды Жайнтарман Даулет, Фазылбек Аблай и Рахимов Абзал. Отборочные игры прошли интересно и соревновательно. Отборочные игры Победителями группы Универсал Жайдарман факультета экономики и права и группы Есен Бридж Жайдарман факультета транспорта и строительства, завоевавших звание лучшего игрока в отборочных играх, стали игроки учеников Шайдардана. Группа Жайдармана, Дуйсенов Гасырбек в феврале. В состав жюри вошли члены команды Барыстар Сагинтаев Даулет, Фазылбек Аблай и Рахимов Абзал. Игры были интересными и интригующими результатами, место команды Спартак, Факультет социально-гуманитарной подготовки, место комы нда универсал, факультет экономики и права и место команды есен бридж, транспортно-строительный факультет лучший игрок отборочного тура дуйсенов гасырбек, игрок сборной шахматистов	NotAddedInfo	2015487641996791_2015694941976061	Удачи	2018-02-21T14: 03: 26 + 0000
